"inn"@;@"name"@;@"region_soato"@;@"district_soato"
"301224409"@;@"""OLTIARIQ BAXMALI"" MCHJ"@;@"1730"@;@"1730203"
"306205625"@;@"СП OOO ""NAZAROV RAKHIMBAYEV GROUP"""@;@"1726"@;@
"200090525"@;@"""STROYKOMPLEKS"" XK"@;@"1714"@;@"1714219"
"202597801"@;@"""DENOV"" MCHJ"@;@"1722"@;@"1722210"
"310484209"@;@"""OSIYO-PRINT"" MCHJ"@;@"1726"@;@"1726283"
"311226850"@;@"""STONEBRICK BIZNES"" MCHJ"@;@"1724"@;@"1724228"
"307048646"@;@"""VODIY HAMKOR TEKS LUX"" OK"@;@"1703"@;@"1703220"
"309185261"@;@"""ATABOYEV  SERVICE GROUP"" MCHJ"@;@"1727"@;@"1727413"
"306662478"@;@"""MOLD WIZARD SERVICE"" MCHJ"@;@"1726"@;@"1726269"
"307508967"@;@"""NEO-LABS"" MCHJ"@;@"1726"@;@"1726283"
"311274642"@;@"""SAMARQAND VILOYAT NOGIRONLAR JAMIYATI HUZURIDAGI ZAM ZAM CHASHMASI"" MCHJ"@;@"1718"@;@"1718215"
"309417153"@;@"""ELYOR TO`LQIN G`ISHTLARI"" XK"@;@"1733"@;@"1733223"
"302538601"@;@"""MIKRO GRAND"" MCHJ"@;@"1726"@;@"1726294"
"311638235"@;@SAYEDJAMAL SADAT LLC@;@"1722"@;@
"309205575"@;@"""NATURAL PEYZAJ"" MCHJ XK"@;@"1726"@;@"1726277"
"310159057"@;@"OOO ""Starline Impex"""@;@"1727"@;@
"306427855"@;@"""MUSTAFO GOLD SILK"" MCHJ"@;@"1703"@;@"1703227"
"309832929"@;@"""ZAHRO ASIL NONLARI"" MCHJ"@;@"1724"@;@"1724212"
"310200283"@;@"OOO ""TYANSHAN KOMPANY"""@;@"1726"@;@
"309417232"@;@"""SITORABONU-MADINABONU TEXTIL"" OK"@;@"1708"@;@"1708225"
"304710671"@;@"""SOF QOG`OZ"" XK"@;@"1714"@;@"1714401367"
"311008204"@;@"""BUK METIZ"" XK"@;@"1726"@;@"1726292"
"300695211"@;@"""NAFSAN GROUP"" MCHJ"@;@"1726"@;@"1726292"
"204394737"@;@"""ODIL XOL"" XK"@;@"1722"@;@"1722217"
"307197367"@;@"""EUROELEMENT"" MCHJ"@;@"1727"@;@"1727404"
"200053055"@;@"""MERKURIY-1A"" MCHJ"@;@"1714"@;@"1714401365"
"201974809"@;@"""QAMAY"" XK"@;@"1710"@;@"1710233"
"205556461"@;@"""СУННАТ - АКМАЛ"" ЧП"@;@"1706"@;@
"202561292"@;@"""MANZARA-ELEKTRONIKA"" MCHJ"@;@"1726"@;@"1726287"
"309152912"@;@"""FARXOD CHORIYEV IDEAL BIZNES"" MCHJ"@;@"1722"@;@"1722203"
"303240292"@;@"""KUNDELIKLI NAN"" MCHJ"@;@"1735"@;@"1735401"
"207359673"@;@"ПУ ""Beijing RHY Technology Development Co,. LTD"""@;@"1700"@;@
"311176843"@;@"""SHAMS ZULI"" MCHJ"@;@"1727"@;@"1727233"
"309481733"@;@"""ITEXNO  COR"" MCHJ"@;@"1727"@;@"1727419"
"300235363"@;@"""FARG`ONA REM GIDRO MASH"" MCHJ"@;@"1730"@;@"1730401"
"311156994"@;@"""QUDRAT-PRINT"" MCHJ"@;@"1726"@;@"1726280"
"308827926"@;@"""SERVIS STROY PLUS BIZNES"" MCHJ"@;@"1730"@;@"1730412"
"311650064"@;@"""JIZZAKH INSULATION"" MCHJ QK"@;@"1708"@;@"1708401"
"309540152"@;@"ООО ""LOGISTICS DAMIR 2022"""@;@"1706"@;@
"310705414"@;@"OOO ""XIN CHENGDA MAOYI"""@;@"1726"@;@
"311474994"@;@"""ASIL CHEVAR BARAKA"" MCHJ"@;@"1708"@;@"1708212"
"309337830"@;@"""JIN YIN SHI PIN CHANG"" XK"@;@"1727"@;@"1727253"
"300171033"@;@"""TERMIZ FAYZOBOD UZUN"" ФХ"@;@"1726"@;@
"304658371"@;@ELSHOD PLAST XK@;@"1710"@;@"1710405"
"308220210"@;@"""ABERNO BUTTERS GROUP"" MCHJ"@;@"1726"@;@"1726290"
"311121136"@;@"""AZIMBAYEVLAR"" OK"@;@"1733"@;@"1733401"
"200314949"@;@"""СУЛТОН"" Ф/Х"@;@"1726"@;@
"311353568"@;@"""ALXIMIK"" MCHJ"@;@"1726"@;@"1726266"
"300434052"@;@"""JO'SHQIN  RANG SERVIS"" XK"@;@"1706"@;@"1706258"
"309892847"@;@"ООО ""ALMEKC TECHNICS"""@;@"1726"@;@
"303501845"@;@"""NURSULTAN ALYONA"" MCHJ"@;@"1735"@;@"1735225"
"310364389"@;@"""JAVLON QO'RG'ON 777"" OK"@;@"1718"@;@"1718215"
"311187759"@;@"""SARBON LLS"" MCHJ"@;@"1727"@;@"1727419"
"306597914"@;@"""XUMOR BREND"" MCHJ"@;@"1718"@;@"1718230"
"305617327"@;@"""MED HOUSE HEALTH CARE"" MCHJ"@;@"1726"@;@"1726294"
"311772933"@;@OOO ''SAYED KHAJE QARQINI''@;@"1722"@;@
"306091255"@;@CLIMADENS XK@;@"1726"@;@
"304636938"@;@"""RAJAB STROY SERVIS"" MCHJ"@;@"1706"@;@"1706246"
"311318657"@;@"ООО ""SEAFOODS TRADING"""@;@"1726"@;@
"301085574"@;@"""AVAZBEK QURILISH SANOAT"" XK"@;@"1727"@;@"1727224"
"310174300"@;@"""JAXON GTD"" МЧЖ"@;@"1727"@;@
"310334440"@;@"""ASL ENESS "" OK"@;@"1722"@;@"1722207"
"302495768"@;@"""AQUA MAX"" MCHJ"@;@"1726"@;@"1726290"
"306752570"@;@"""SOLOMON BAKERY"" MCHJ"@;@"1714"@;@"1714212"
"303791240"@;@"""SODIQ DO`STLAR BIZNES"" MCHJ"@;@"1727"@;@"1727224"
"311507366"@;@"""DOSTLIK PENABLOK"" MCHJ"@;@"1733"@;@"1733230"
"305180834"@;@"""SANOAT-FAYZ"" MCHJ"@;@"1703"@;@"1703203"
"310041220"@;@"""XAMRAQULOV ABDULLOH"" MCHJ"@;@"1727"@;@"1727206"
"300543954"@;@"""SARVAR-BEK MED-TEX SERVIS"" MCHJ"@;@"1726"@;@"1726294"
"307257609"@;@"""MIRLYUKOV"" MCHJ"@;@"1726"@;@"1726266"
"201344697"@;@"""DILDOR-95"" MCHJ"@;@"1714"@;@"1714401"
"302219333"@;@"""INTRO"" MCHJ"@;@"1727"@;@"1727248"
"311241540"@;@"""DILNOZA TOGAYEVNA"" MCHJ"@;@"1722"@;@"1722203"
"306503570"@;@"ООО ""ACADEMY OF LEADERSHIP AND MANAGEMENT"""@;@"1727"@;@
"306043504"@;@"""MAX VALVE TRADE BUSINES"" MCHJ"@;@"1726"@;@"1726262"
"303734800"@;@"""OQTOSH QURILISH MONTAJ"" MCHJ"@;@"1714"@;@"1714224"
"306150173"@;@"""FARIDA CHODAK"" MCHJ"@;@"1714"@;@"1714219"
"311790358"@;@"""QOSHKOPIR ASPHALT"" MCHJ"@;@"1733"@;@"1733212"
"305935414"@;@"OOO ""SHOXJAXON TRADE"""@;@"1722"@;@
"306198556"@;@"""ALIM-PORTUNA"" OK"@;@"1703"@;@"1703206"
"301413046"@;@"""QARRIBOY SAVDO IMPEKS"" XK"@;@"1733"@;@"1733401"
"304358476"@;@"""ZUCCO GROUP"" OK"@;@"1726"@;@"1726277"
"308199370"@;@"""SHOFIRKON UNIVERSAL STROY"" MCHJ"@;@"1706"@;@"1706258"
"311178849"@;@"""JIZZAX ABZ"" MCHJ"@;@"1708"@;@"1708212"
"305685670"@;@ENERGY MOTORS ZARAFSHAN MCHJ@;@"1712"@;@"1712244"
"306878517"@;@"""ODIL PLAST SANOAT"" MCHJ"@;@"1714"@;@"1714401365"
"302607641"@;@"""FAZILATLI MASKAN"" OK"@;@"1730"@;@"1730230"
"311450756"@;@"""COMFORT MILK"" MCHJ"@;@"1703"@;@"1703209"
"305771802"@;@"ООО ""TILSMET"""@;@"1726"@;@
"307715472"@;@"""TOOLS TRADE WORLD"" MCHJ"@;@"1726"@;@"1726294"
"306283142"@;@"""JALOLIDDIN  N U R  KELAJAGI"" XK"@;@"1712"@;@"1712238"
"306565083"@;@"""STANDART-MONOLIT"" MCHJ"@;@"1718"@;@"1718401"
"309226161"@;@"OOO "" GOLDEN FLOUR-777  """@;@"1726"@;@
"310683657"@;@"ЧП ""MIRONSHOX MUSLIMA MARKET"" Республика Узбекистан,"@;@"1733"@;@
"305638704"@;@ООО BUSINESS GROUP SKD@;@"1718"@;@
"301642854"@;@EVENT  MEDIA MARKETING MCHJ@;@"1726"@;@"1726273"
"311425374"@;@"""MAQSADXON ONA"" OK"@;@"1730"@;@"1730236"
"311587158"@;@ИП OOO LI MOTO@;@"1703"@;@
"309172089"@;@OOO Truck Cargo Logistics@;@"1714"@;@
"300793066"@;@"""XIVA MUZQAYMOQ"" XK"@;@"1733"@;@"1733406"
"309517875"@;@"""BEKTEPA SARDORI 2020"" OK"@;@"1722"@;@"1722203"
"311217363"@;@"ООО ""TASHIGAN SANKESONG JIANCAI"""@;@"1726"@;@
"311027236"@;@"ООО ""SHEF THERMO"""@;@"1726"@;@
"301116992"@;@"""NORIN SAN-TEXMONTAJ"" MCHJ"@;@"1703"@;@
"306089114"@;@"""KANS SHOP"" MCHJ"@;@"1726"@;@"1726294"
"310126249"@;@"ООО ""VISION AVTO TRANS LOGISTIC"""@;@"1718"@;@
"305622582"@;@"""TOSHKENT GAZOBETON"" MCHJ"@;@"1727"@;@"1727233"
"311600759"@;@"""PERFECT CTROY SERVICES NAVOIY"" MCHJ"@;@"1712"@;@"1712401"
"305604256"@;@"""INTERNATIONAL PAINT COLORS"" MCHJ"@;@"1726"@;@"1726290"
"301501854"@;@"""SHAROFIDDIN KAMOLOVCH"" MCHJ"@;@"1710"@;@"1710242"
"307187671"@;@"""XIANGYANG GROUP"" MCHJ XK"@;@"1706"@;@"1706219"
"310808958"@;@"""SAMO SIFAT"" MCHJ"@;@"1718"@;@"1718401"
"206934244"@;@"""REGAL GLOBE SERVICE"" MCHJ"@;@"1726"@;@"1726277"
"307983022"@;@"ООО ""SOLIHA MEHRIMOH LOGISTIK"""@;@"1727"@;@
"311141135"@;@"""BOX-PACK"" MCHJ"@;@"1726"@;@"1726290"
"302428761"@;@"""AZIZ YANGIARIQ""  F/X"@;@"1726"@;@
"308374938"@;@"""HAYAL-STYLE"" MCHJ"@;@"1726"@;@"1726283"
"204420688"@;@"""SPECTRUM SCOPE"" MCHJ"@;@"1726"@;@"1726277"
"311338688"@;@"LLC ""MEDIBOX"""@;@"1726"@;@
"309743778"@;@ООО DYNAMIC CORP@;@"1726"@;@
"310281682"@;@"""ISHTIRXON RIZQ LUQMAI HALOL"" OK"@;@"1730"@;@"1730242"
"311369831"@;@"""KOKLEN AZIZBEK UMAR"" OK"@;@"1735"@;@"1735215"
"306705715"@;@"ООО ""A MARKA WOOD"""@;@"1726"@;@
"309801199"@;@"""IBRAHIM SUT"" OK"@;@"1727"@;@"1727237"
"303882404"@;@"""ZUMRAD   INVEST"" MCHJ"@;@"1726"@;@"1726290"
"308314805"@;@"ООО ""AMJ LOGIST"" Республика Узбекистан,"@;@"1733"@;@
"304850048"@;@"ООО ""PICHOKCHI DRY FRUITS"""@;@"1718"@;@
"306799418"@;@"""HAZORASP URAL LES INVEST"" MCHJ"@;@"1733"@;@"1733220"
"305221156"@;@"OOO ""HOME INTERIOR"""@;@"1726"@;@
"206158694"@;@"ООО ""FERGANA OMEGAMET"""@;@"1726"@;@
"207148453"@;@"""ITTIFOQMEDIA"" MCHJ"@;@"1726"@;@"1726277"
"201108371"@;@"""KOGON PAXTA TOZALASH"" AJ"@;@"1706"@;@"1706403"
"302060043"@;@"""NORIN EXIM-TEX"" MCHJ"@;@"1714"@;@"1714216"
"306772246"@;@"""SAM SPUTNIK STS"" OK"@;@"1718"@;@"1718233"
"311523854"@;@"""SAHOVAT YOGDUSI"" MCHJ"@;@"1730"@;@"1730212"
"307623144"@;@"""SAMARKAND-AGRO-PRODUCT"""@;@"1718"@;@
"309617688"@;@"""LEDART"" MCHJ"@;@"1726"@;@"1726287"
"311894662"@;@"""METAL CHAIN GROUP"" MCHJ"@;@"1730"@;@"1730412"
"309384845"@;@"""MOTORS BEST TRAKT"" MCHJ"@;@"1718"@;@"1718401"
"302580734"@;@"ООО ""PARTNERS СAPITAL"""@;@"1726"@;@
"306319404"@;@"""LIDER METALL DIZAYN"" MCHJ"@;@"1714"@;@"1714401367"
"305428815"@;@"ООО ""DIPLOMAT INTERNATIONAL SCHOOL"""@;@"1726"@;@
"302554890"@;@"""NAMANGAN BOLAJON SAVDO"" MCHJ"@;@"1714"@;@"1714401365"
"200870069"@;@"""DILNOZA"" MCHJ"@;@"1706"@;@"1706207"
"310202644"@;@"""TOZA SUV ASI"" MCHJ"@;@"1718"@;@"1718215"
"309958880"@;@"""SHAKARQAMISH GRAND"" OK"@;@"1722"@;@"1722201"
"301613114"@;@"OOO ""DOMINO CLASSIC"""@;@"1727"@;@
"306026286"@;@"""UZ STANDART PROFIL"" MCHJ"@;@"1706"@;@"1706215"
"306472398"@;@"""JANAR CANDY"" OK"@;@"1712"@;@"1712211"
"302659159"@;@"""BUTLASH-SERVIS"" MCHJ"@;@"1733"@;@"1733223"
"203985706"@;@"""SIXAT FARM"" MCHJ"@;@"1718"@;@"1718401"
"304127502"@;@"ООО ""ABRORBEK SUPER BIZNES"""@;@"1730"@;@
"306341971"@;@"""GUG MEBEL LUKS"" MCHJ"@;@"1726"@;@"1726277"
"306891709"@;@"ООО ""Infinity-Global Corporation"""@;@"1726"@;@
"309576226"@;@"""CHORUQ KZU"" MCHJ"@;@"1706"@;@"1706207"
"305925664"@;@"""ANOMI"" MCHJ"@;@"1726"@;@"1726262"
"304561669"@;@"""RUSHANA PLAST TECHNOLOGY"" MCHJ"@;@"1718"@;@"1718233"
"204851405"@;@"""TEXNOLOG INSTRUMENT"" MCHJ"@;@"1726"@;@"1726273"
"301839045"@;@"""ASEPTIK SERVIS"" XK"@;@"1726"@;@"1726277"
"310108182"@;@"""ALEX IRON WOOD"" MCHJ"@;@"1726"@;@"1726290"
"306119423"@;@"""SAM BARHAT TEKS"" MCHJ"@;@"1718"@;@"1718401"
"300897560"@;@"""ALTSIONA-XODJEYLI"" MCHJ"@;@"1735"@;@"1735236"
"311477469"@;@"""AZIYA MINERAL RESOURCES"" MCHJ"@;@"1726"@;@"1726290"
"311982617"@;@"""LOLA FLOVERS"" MCHJ"@;@"1722"@;@"1722210"
"300970147"@;@"""TRISTAR TECHNOLOGIES"" MCHJ"@;@"1726"@;@"1726280"
"310608691"@;@"OOO ""GRAY WOLF BIZNES"""@;@"1718"@;@
"302686688"@;@"""COMFORT COOLING SERVICE"" MCHJ"@;@"1726"@;@"1726269"
"301585474"@;@"""SANJAR UNIVERSAL BIZNES"" XK"@;@"1710"@;@"1710401"
"204538341"@;@"""KOMPANIYA UNITEKS"" MCHJ"@;@"1726"@;@"1726292"
"311766496"@;@"ООО ""VISIMAX TRANSPORT"""@;@"1726"@;@
"308963932"@;@"""EFFECT-PRO-GROUP"" MCHJ"@;@"1726"@;@"1726269"
"309176787"@;@"""SHAXINABONU DINARA HAYOTBEK"" OK"@;@"1733"@;@"1733406"
