"certificate_number"@;@"inn"@;@"product_name"@;@"tnved_code"@;@"localization_rate"@;@"enkt_code"@;@"manufacture_power_yearly"@;@"unit_type_name"
"508050009705"@;@"305316725"@;@Горячего песчанного асфальтобетонного смеся@;@"2715000000"@;@42,12@;@"23.99.13.000-00001"@;@126 720@;@т
"508050009704"@;@"305316725"@;@Смесь асфальтабетонная, дорожная, горячая крупнозернистая, высокопористая@;@"2715000000"@;@53,28@;@"23.99.13.000-00001"@;@126 720@;@т
"508050009703"@;@"305316725"@;@Горячего крупнозернистого пористого асфальтобетона смеси@;@"2715000000"@;@49,52@;@"23.99.13.000-00001"@;@126 720@;@т
"509050010602"@;@"300544880"@;@"""ЛМ"" типли электронасос агрегати"@;@"8413705100"@;@99,3@;@"28.13.14.110-00002"@;@500@;@шт
"508050009702"@;@"305316725"@;@Горячего мелкозернистого плотного асфальтобетонного смеся@;@"2715000000"@;@47,6@;@"23.99.13.000-00001"@;@126 720@;@т
"508050009701"@;@"305316725"@;@Горячего мелкозернистого плотного асфальтобетоного смеся@;@"2715000000"@;@46,69@;@"23.99.13.000-00001"@;@126 720@;@т
"508050009802"@;@"305316725"@;@Чакик тош (щебень) 20-40 мм@;@"2517101000"@;@100@;@"08.12.12.140-00001"@;@211 200@;@м3
"508050009801"@;@"305316725"@;@Чакик тош (щебень) 5-20 мм@;@"2517101000"@;@100@;@"08.12.12.140-00001"@;@211 200@;@м3
"508050009401"@;@"309084854"@;@Электродный котел в комплекте со шкафом управления@;@"8516108000"@;@53,62@;@"25.21.12.000-00003"@;@24@;@шт
"539050029812"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@49@;@"28.94.22.110-00002"@;@4@;@шт.
"539050029811"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@50@;@"28.94.22.110-00002"@;@5@;@шт.
"529050009303"@;@"304996775"@;@Sovuq oqimni kuchaytiruvchi vosita@;@"3909400000"@;@62@;@"20.59.52.194-00044"@;@200@;@т
"539050031304"@;@"200662944"@;@полиэтилен лист@;@"3920108900"@;@100@;@"22.21.42.120-00006"@;@5 000@;@кв.метр
"539050031303"@;@"200662944"@;@полиэтилен геомембран пленка@;@"3920108900"@;@100@;@"22.21.42.120-00006"@;@150 000@;@кв.метр
"539050031302"@;@"200662944"@;@полиэтилен геомембран пленка@;@"3920108900"@;@100@;@"22.21.42.120-00006"@;@600 000@;@кв.метр
"539050031301"@;@"200662944"@;@полиэтилен геомембран пленка@;@"3920108900"@;@100@;@"22.21.42.120-00006"@;@1 000 000@;@кв.метр
"514050009301"@;@"202663514"@;@Икки каватли ок хожатхона когози@;@"4818101000"@;@95,45@;@"17.22.11.110-00001"@;@650 000@;@шт
"539050029810"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@46@;@"28.94.22.110-00002"@;@5@;@шт.
"539050029809"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@43@;@"28.94.22.110-00002"@;@7@;@шт.
"539050033401"@;@"308572034"@;@Шестерня@;@"8483908909"@;@97@;@"28.22.19.190-00006"@;@2 500@;@шт.
"539050029808"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@49@;@"28.94.22.110-00002"@;@4@;@шт.
"539050029807"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@49@;@"28.94.22.110-00002"@;@9@;@шт.
"539050033301"@;@"308572034"@;@Пластина 29-7060А полотна питателя ПП 2-18-90  c мех.  с обжигом из давальческого стального лома@;@"8431390000"@;@97@;@"28.92.40.125-00002"@;@2 500@;@шт.
"539050033301"@;@"308572034"@;@Пластина 29-1781 к питателю ПП2-12-90(60) c мех. обработки с обжигом из давальческого стального лома@;@"8431390000"@;@97@;@"28.92.40.125-00002"@;@2 500@;@шт.
"539050033301"@;@"308572034"@;@Пластина 1-105406 полотна питателя ПП2-24-150  c мех. с обжигом из давальческого стального лома@;@"8431390000"@;@97@;@"28.92.40.125-00002"@;@2 500@;@шт.
"539050029806"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@45@;@"28.94.22.110-00002"@;@10@;@шт.
"539050033001"@;@"308572034"@;@Звено гусеничное к экскаватором типа ЭКГ-15@;@"8431492000"@;@97@;@"29.32.30.390-00077"@;@2 500@;@шт.
"539050033001"@;@"308572034"@;@Звено гусеничное к экскаватором типа ЭКГ-8@;@"8431492000"@;@97@;@"29.32.30.390-00077"@;@2 500@;@шт.
"539050029805"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@50@;@"28.94.22.110-00002"@;@5@;@шт.
"539050029804"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@50@;@"28.94.22.110-00002"@;@7@;@шт
"539050031015"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@20@;@шт.
"539050031014"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@11@;@шт.
"539050031013"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@21@;@шт.
"507050006402"@;@"309058735"@;@Гултожихуроз кучати@;@"0602904600"@;@100@;@"01.30.10.121-00037"@;@10 000@;@штук
"539050029803"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@47@;@"28.94.22.110-00002"@;@6@;@шт
"539050029802"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@47@;@"28.94.22.110-00002"@;@10@;@шт.
"539050029801"@;@"300773099"@;@Саноат кир ювиш-сиқиш машинаси@;@"8450200000"@;@47@;@"28.94.22.110-00002"@;@11@;@шт.
"539050031201"@;@"204743049"@;@Сувли эмульсия бўёғи  оқ  ранг (Водно-дисперсионная акриловая краска белая)@;@"3209100009"@;@97@;@"20.30.11.120-00002"@;@3 000 000@;@кг
"539050032801"@;@"308572034"@;@Замок автосцепки@;@"8607300000"@;@97@;@"30.20.40.130-00001"@;@2 500@;@шт.
"539050032801"@;@"308572034"@;@Клин тягового хомута@;@"8607300000"@;@97@;@"30.20.40.143-00015"@;@2 500@;@шт.
"539050032801"@;@"308572034"@;@Плита упорная@;@"8607300000"@;@97@;@"30.20.40.143-00016"@;@2 500@;@шт.
"539050032701"@;@"308572034"@;@Тележка в сборе без тяговых двигателей@;@"8607120000"@;@97@;@"30.20.40.143-00017"@;@2 500@;@шт.
"539050032501"@;@"308572034"@;@Рама боковая правая@;@"8607199000"@;@97@;@"30.20.40.143-00002"@;@2 500@;@шт.
"539050032501"@;@"308572034"@;@Рама боковая левая@;@"8607199000"@;@97@;@"30.20.40.143-00002"@;@2 500@;@шт.
"509050010601"@;@"300544880"@;@"""КМ"" типли электронасос агрегати"@;@"8413705100"@;@97,71@;@"28.13.14.110-00002"@;@1 500@;@шт
"539050032501"@;@"308572034"@;@Балка надрессорная задняя@;@"8607199000"@;@97@;@"30.20.40.143-00003"@;@2 500@;@шт.
"539050032501"@;@"308572034"@;@Балка надрессорная передняя@;@"8607199000"@;@97@;@"30.20.40.143-00003"@;@2 500@;@шт.
"506050003702"@;@"305195062"@;@Шағални майдалаш натижасида элаб олинган ва йувилган қум@;@"2505100000"@;@100@;@"08.12.11.130-00001"@;@51 000@;@куб. метр
"506050003701"@;@"305195062"@;@Шағални майдалаш натижасида элаб олинган қум@;@"2505100000"@;@100@;@"08.12.11.130-00001"@;@51 000@;@куб. метр
"539050028502"@;@"308532029"@;@Коррозияга қарши грунтлаш қизил жигарранг (Грунтовка антикоррозийная Красно коричневая)@;@"3214900009"@;@95@;@"20.30.10.000-00001"@;@3 600 000@;@кг
"539050028501"@;@"308532029"@;@Коррозияга қарши грунтлаш  кул ранг (Грунтовка антикоррозийная серая)@;@"3214900009"@;@96@;@"20.30.10.000-00001"@;@3 600 000 000@;@кг
"506050003603"@;@"305195062"@;@Қурилиш ишлари учун майдаланган шағал@;@"2517101000"@;@100@;@"08.12.12.140-00001"@;@180 000@;@куб. метр
"506050003602"@;@"305195062"@;@Қурилиш ишлари учун майдаланган шағал@;@"2517101000"@;@100@;@"08.12.12.140-00001"@;@180 000@;@куб. метр
"506050003601"@;@"305195062"@;@Қурилиш ишлари учун майдаланган шағал@;@"2517101000"@;@100@;@"08.12.12.140-00001"@;@180 000@;@куб. метр
"506050003502"@;@"200950783"@;@Шағални майдалаш натижасида элаб олинган ва йувилган қум@;@"2505100000"@;@100@;@"08.12.11.130-00001"@;@45 000@;@куб. метр
"506050003501"@;@"200950783"@;@Шағални майдалаш натижасида элаб олинган қум@;@"2505100000"@;@100@;@"08.12.11.130-00001"@;@45 000@;@куб. метр
"506050003403"@;@"200950783"@;@Қурилиш ишлари учун майдаланган шағал@;@"2517101000"@;@100@;@"08.12.12.140-00001"@;@150 000@;@куб. метр
"506050003402"@;@"200950783"@;@Қурилиш ишлари учун майдаланган шағал@;@"2517101000"@;@100@;@"08.12.12.140-00001"@;@150 000@;@куб. метр
"506050003401"@;@"200950783"@;@Қурилиш ишлари учун майдаланган шағал@;@"2517101000"@;@100@;@"08.12.12.140-00001"@;@150 000@;@куб. метр
"509050010501"@;@"300544880"@;@Вакуум насос@;@"8414108909"@;@96,97@;@"28.13.21.000-00003"@;@500@;@шт
"539050028315"@;@"308532029"@;@Эмаль бўёқ (Краска эмаль)@;@"3208109000"@;@94,9@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050031012"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@3@;@шт.
"539050031011"@;@"308788754"@;@Элетир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@3@;@шт.
"539050031010"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@3@;@шт.
"539050031009"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@3@;@шт.
"539050031008"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@3@;@шт.
"539050028314"@;@"308532029"@;@Эмаль бўёқ бардо ранг (Краска эмаль Бордовая)@;@"3208109000"@;@95,9@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050031007"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@3@;@шт.
"539050031006"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@352@;@шт.
"539050031005"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@65@;@шт.
"539050031004"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@55@;@шт.
"539050031003"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@45@;@шт.
"539050028313"@;@"308532029"@;@Эмаль бўёқ (Краска эмаль )@;@"3208109000"@;@82,5@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050031001"@;@"308788754"@;@Электир девор қозони@;@"8403109000"@;@10@;@"25.30.12.113-00002"@;@91@;@шт.
"509050011201"@;@"303357763"@;@Ётокхона учун матрац@;@"9404299000"@;@61,2@;@"31.03.10.000-00001"@;@400 000@;@шт
"509050011101"@;@"303357763"@;@Ётокхона чойшоблари@;@"6302210000"@;@74,6@;@"13.92.12.194-00001"@;@400 000@;@комплект
"539050028312"@;@"308532029"@;@Эмаль бўёқ қизил жигарранг (Краск аэмаль Красно коричневая)@;@"3208109000"@;@95,6@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028311"@;@"308532029"@;@Эмаль бўёқ сариқ жигарранг (Краска эмаль Желто коричневая)@;@"3208109000"@;@95,4@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"509050010802"@;@"303357763"@;@Синтепонлик кўрпа@;@"9404908000"@;@78@;@"13.92.11.110-00001"@;@292 000@;@шт
"539050028310"@;@"308532029"@;@Бўёқ эмаль оқ матовий (Краска эмаль белая матовая)@;@"3208109000"@;@94,6@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"509050010801"@;@"303357763"@;@Ёстиқ@;@"9404908000"@;@89@;@"13.92.24.140-00001"@;@292 000@;@шт.
"539050028309"@;@"308532029"@;@Бўёқ эмаль оранжевий (Краска эмаль оранжевая)@;@"3208109000"@;@96,2@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028308"@;@"308532029"@;@Эмаль бўёқ хаки ранг (Краска эмаль хаки)@;@"3208109000"@;@96,7@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028307"@;@"308532029"@;@Эмаль бўёқ кўк ранг (Краска эмаль синяя)@;@"3208109000"@;@96,5@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028306"@;@"308532029"@;@Эмаль бўёқ қора ранг (Краска эмаль черная)@;@"3208109000"@;@95,1@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028305"@;@"308532029"@;@Эмаль бўёқ қизил ранг (Краска эмаль красная)@;@"3208109000"@;@97@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028304"@;@"308532029"@;@Эмаль бўёқ яшил ранг (краска эмаль зеленая)@;@"3208109000"@;@96,1@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028303"@;@"308532029"@;@Эмаль бўёқ кул ранг (Краска эмаль серая)@;@"3208109000"@;@96@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028302"@;@"308532029"@;@Эмаль бўёқ сариқ ранг (Краска Эмаль желтая)@;@"3208109000"@;@95,2@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"539050028301"@;@"308532029"@;@Эмаль бўёқ оқ ранг, (Краска эмаль белая)@;@"3208109000"@;@95@;@"20.30.21.130-00003"@;@3 600 000@;@кг
"510050008302"@;@"302558237"@;@Монтажлаш профили (направляющий)@;@"7216611000"@;@100@;@"25.94.12.190-00004"@;@720 000@;@пог. м
"510050008301"@;@"302558237"@;@Монтажлаш профили@;@"7216611000"@;@100@;@"25.94.12.190-00004"@;@720 000@;@пог. м
"510050008202"@;@"302558237"@;@Профнастил полимер копламали@;@"7216911000"@;@100@;@"25.99.29.190-00024"@;@720 000@;@кв.метр
"510050008201"@;@"302558237"@;@Профнастил оцинкованный@;@"7216911000"@;@100@;@"24.33.20.000-00002"@;@720 000@;@кв.метр
"539050028701"@;@"205157261"@;@Корхона бланки@;@"4820900000"@;@46@;@"58.19.14.120-00001"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Суғурта полиси бланки@;@"4820900000"@;@46@;@"17.23.13.143-00024"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Сўровнома бланки@;@"4820900000"@;@46@;@"17.23.13.143-00021"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Меҳнатга лаёқатсизлик варақаси бланкаси@;@"4820900000"@;@46@;@"17.23.13.143-00022"@;@500 000@;@шт
"507050006401"@;@"309058735"@;@Петуния гул кучати@;@"0602904600"@;@100@;@"01.30.10.121-00029"@;@10 000@;@штук
"539050028701"@;@"205157261"@;@Ҳайдовчилар иши ва босиб ўтган йўлни ҳисобга олиш қоғози бланки@;@"4820900000"@;@46@;@"17.23.13.143-00005"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Буюртмалар бланки@;@"4820900000"@;@46@;@"17.23.13.143-00020"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Тиббий мақсадларда қўлланадиган бланкалар@;@"4820900000"@;@46@;@"17.23.13.143-00004"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Қатъий ҳисобдаги шахсий ҳужжатларнинг бланклари@;@"4820900000"@;@46@;@"17.23.13.141-00001"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Юкхат қайдномаси бланки@;@"4820900000"@;@46@;@"17.23.13.143-00003"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Гувоҳнома бланки@;@"4820900000"@;@46@;@"17.23.13.140-00001"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Қатъий ҳисобга олиш ҳужжатларининг соҳа бланклари@;@"4820900000"@;@46@;@"17.23.13.141-00005"@;@500 000@;@шт
"539050028701"@;@"205157261"@;@Ҳисоб ва ҳисобот ҳужжатлар шакллари бланкалари@;@"4820900000"@;@46@;@"17.23.13.143-00001"@;@500 000@;@шт
"505050003816"@;@"305284767"@;@Декоратив карам кучатлари@;@"0602905000"@;@100@;@"01.30.10.149-00019"@;@500@;@шт
"505050003815"@;@"305284767"@;@Целозии (селозия)(гултожихуроз) кучатлари@;@"0602905000"@;@100@;@"01.30.10.121-00037"@;@2 000@;@шт
"505050003814"@;@"305284767"@;@Цинерария кўчатлари@;@"0602905000"@;@100@;@"01.30.10.121-00041"@;@1 000@;@шт
"505050003813"@;@"305284767"@;@Маргариток гуллари кучатлари@;@"0602905000"@;@100@;@"01.30.10.121-00001"@;@1 000@;@шт
"505050003812"@;@"305284767"@;@Тагетеса (Гулидовуд )(гулижавҳар) кўчатлари@;@"0602905000"@;@100@;@"01.30.10.121-00059"@;@1 000@;@шт
"505050003811"@;@"305284767"@;@Бонанза кучатлари@;@"0602905000"@;@100@;@"01.30.10.121-00073"@;@1 000@;@шт
"505050003810"@;@"305284767"@;@Наврўзгул (Примула) кучатлари@;@"0602905000"@;@100@;@"01.30.10.149-00007"@;@1 000@;@шт
"505050003809"@;@"305284767"@;@Пион нави гуллари кучатлари@;@"0602905000"@;@100@;@"01.19.21.190-00005"@;@500@;@шт
"505050003808"@;@"305284767"@;@Астра кучатлари@;@"0602905000"@;@100@;@"01.30.10.121-00006"@;@1 500@;@шт
"505050003807"@;@"305284767"@;@Хризантема кучатлари@;@"0602905000"@;@100@;@"01.30.10.121-00066"@;@1 000@;@шт
"505050003806"@;@"305284767"@;@Герани кучатлари@;@"0602905000"@;@100@;@"01.30.10.121-00002"@;@1 000@;@шт
"509050010201"@;@"300627104"@;@Ёритгич LED 600х600 мм (595х595 мм) ички, ташқи.@;@"9405110033"@;@55,47@;@"27.40.25.120-00001"@;@18 000@;@шт.
"539050031702"@;@"301249899"@;@Антисептик@;@"3808948000"@;@11@;@"20.20.14.000-00002"@;@1 000 000@;@шт.
"539050031701"@;@"301249899"@;@Антисептик@;@"3808948000"@;@17@;@"20.20.14.000-00002"@;@1 000 000@;@шт.
"507050006601"@;@"309058735"@;@Урамли майса@;@"1209298000"@;@100@;@"01.30.10.124-00001"@;@16 000@;@кв.метр
"509050011002"@;@"302731710"@;@Асфалтобетон аралашмаси, иссик, шебенли, йирик донали, говак 1@;@"2715000000"@;@34,18@;@"23.99.13.000-00001"@;@30 000@;@т
"507050006505"@;@"304215574"@;@Шабо гул кучати@;@"0602904600"@;@100@;@"01.19.21.190-00027"@;@10 000@;@штук
"507050006504"@;@"304215574"@;@Тагетеса гул кучати@;@"0602904600"@;@100@;@"01.30.10.121-00059"@;@10 000@;@штук
"509050011001"@;@"302731710"@;@Асфалтобетон аралашмаси, иссик, шебенли, майда донали, зич, марта 1, тип Б@;@"2715000000"@;@34,18@;@"23.99.13.000-00001"@;@144 000@;@т
"507050006503"@;@"304215574"@;@Сальвия гул кучати@;@"0602904600"@;@100@;@"01.30.10.121-00036"@;@10 000@;@штук
"507050006502"@;@"304215574"@;@Гултожихуроз кучати@;@"0602904600"@;@100@;@"01.30.10.121-00037"@;@10 000@;@штук
"507050006501"@;@"304215574"@;@Петуния гул кучати@;@"0602904600"@;@100@;@"01.30.10.121-00029"@;@10 000@;@штук
"510050007909"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@46,37@;@"26.40.33.110-00006"@;@6 000@;@шт
"510050007908"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@44,7@;@"26.40.33.110-00006"@;@6 000@;@шт
"510050007907"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@40,1@;@"26.40.33.110-00006"@;@15 000@;@шт
"525050000601"@;@"305504910"@;@Майдаланган тош кум аралашмаси@;@"2517101000"@;@100@;@"08.12.12.160-00003"@;@50 000@;@куб. метр
"510050007906"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@40,1@;@"26.40.33.110-00006"@;@15 000@;@шт
"510050007905"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@42,53@;@"26.40.33.110-00006"@;@19 000@;@шт
"510050007904"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@40,92@;@"26.40.33.110-00006"@;@19 000@;@шт
"539050026502"@;@"201055470"@;@"3 фазли кучланиш стабилизатори"@;@"9032890000"@;@62,8@;@"27.12.23.000-00002"@;@30@;@шт.
"510050007903"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@42,02@;@"26.40.33.110-00006"@;@7 200@;@шт
"510050007902"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@46,57@;@"26.40.33.110-00006"@;@7 200@;@шт
"510050007702"@;@"308168314"@;@Майда заррали 1-маркали А ва Б типдаги қайноқ асфальтбетон қоришмаси@;@"2714100000"@;@32,27@;@"23.99.13.000-00001"@;@11 604@;@т
"505050003906"@;@"301712932"@;@Жакет (эркаклар учун)@;@"6211339000"@;@73@;@"14.20.10.321-00001"@;@10 000@;@шт
"505050003905"@;@"301712932"@;@Тиббиёт халат туплами@;@"6211321000"@;@73@;@"14.12.30.132-00005"@;@4 000@;@шт
"505050003904"@;@"301712932"@;@Мактаб форма (киз болалар учун)@;@"6204228000"@;@73@;@"14.13.14.120-00001"@;@5 000@;@шт
"505050003903"@;@"301712932"@;@Мактаб форма (угил болалар учун)@;@"6203238000"@;@73@;@"14.13.22.110-00001"@;@5 000@;@шт
"505050003902"@;@"301712932"@;@Олимпика (пахтадан йигирилган ипдан)@;@"6112190000"@;@73@;@"14.13.10.000-00012"@;@4 000@;@шт
"510050007901"@;@"302365454"@;@Кузатув видеокамераси (Камера видеонаблюдения),@;@"8525893000"@;@40,92@;@"26.40.33.110-00006"@;@5 000@;@шт
"505050003901"@;@"301712932"@;@Ишлаб чикаришда кийиладиган ва касбий (махсус) комплект@;@"6203231000"@;@73@;@"14.12.30.160-00007"@;@5 000@;@шт
"539050026501"@;@"201055470"@;@"3 фазли кучланиш стабилизатори"@;@"9032890000"@;@64,9@;@"27.12.23.000-00002"@;@36@;@шт.
"504050007101"@;@"302841280"@;@Декоратив бўёқ@;@"3209900000"@;@43@;@"23.64.10.110-00011"@;@180@;@т
"504050007001"@;@"302841280"@;@Акрил бўёқ@;@"3209100009"@;@43@;@"20.30.11.120-00001"@;@180@;@т
"504050006901"@;@"302841280"@;@Мойли бўёқ@;@"3210001000"@;@42@;@"20.30.12.120-00001"@;@180@;@т
"528050001201"@;@"311519754"@;@Сулфат кислотаси@;@"2807000001"@;@97,6@;@"20.13.24.122-00002"@;@66 000 000@;@кг
"510050007701"@;@"308168314"@;@Катта заррали 1-маркали А ва Б типдаги қайноқ асфальтбетон қоришмаси@;@"2714100000"@;@68,33@;@"23.99.13.000-00001"@;@11 604@;@т
"514050008910"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 160 мм, девор калинлиги - 4,5 мм@;@"3917239000"@;@12,82@;@"22.21.29.110-00005"@;@297 000@;@метр
"514050008909"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 160 мм, девор калинлиги - 3,4 мм@;@"3917239000"@;@15,41@;@"22.21.29.110-00005"@;@297 000@;@метр
"514050008908"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 110 мм, девор калинлиги - 2,2 мм@;@"3917239000"@;@11,25@;@"22.21.29.110-00005"@;@891 000@;@метр
"514050008907"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 110 мм, девор калинлиги - 2,0 мм@;@"3917239000"@;@13,19@;@"22.21.29.110-00005"@;@891 000@;@метр
"514050008906"@;@"305331637"@;@Канализация учун поливинилхлорид кувир, диаметр - 75 мм, девор калинлиги - 2,2 мм@;@"3917239000"@;@14,08@;@"22.21.29.110-00005"@;@1 030 590@;@метр
"514050008905"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 75 мм, девор калинлиги - 2,0 мм@;@"3917239000"@;@14,98@;@"22.21.29.110-00005"@;@1 030 590@;@метр
"514050008904"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 75 мм, девор калинлиги - 1,8 мм@;@"3917239000"@;@16,89@;@"22.21.29.110-00005"@;@1 030 590@;@метр
"514050008903"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 50 мм, девор калинлиги - 2,2 мм@;@"3917239000"@;@16,76@;@"22.21.29.110-00005"@;@1 336 500@;@метр
"514050008902"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 50 мм, девор калинлиги - 2,0 мм@;@"3917239000"@;@17,95@;@"22.21.29.110-00005"@;@1 336 500@;@метр
"514050008901"@;@"305331637"@;@Канализация учун поливинилхлорид кувур, диаметр - 50 мм, девор калинлиги - 1,8 мм@;@"3917239000"@;@18,96@;@"22.21.29.110-00005"@;@1 336 500@;@метр
"509050010704"@;@"302805428"@;@Асфалтобетон аралашмаси, иссиқ, шебенли, йирик донали, йуқори ғовакли, марка 1@;@"2715000000"@;@100@;@"23.99.13.000-00001"@;@100 000@;@т
"509050010703"@;@"302805428"@;@Асфалтобетон аралашмаси, иссиқ, шебенли, йирик донали, ғовак, марка 1@;@"2715000000"@;@100@;@"23.99.13.000-00001"@;@100 000@;@т
"509050010702"@;@"302805428"@;@Асфалтобетон аралашмаси, иссиқ, шебенли, майда донали, ғовак, марка 1@;@"2715000000"@;@100@;@"23.99.13.000-00001"@;@179 000@;@т
"509050010701"@;@"302805428"@;@Асфалтобетон аралашмаси, иссиқ, шебенли, майда донали, зич, марка 1, тип Б@;@"2715000000"@;@100@;@"23.99.13.000-00001"@;@179 000@;@т
"539050027808"@;@"303287463"@;@Втулка Ф100@;@"8413910008"@;@31@;@"28.92.61.110-00002"@;@1 000@;@шт.
"514050000107"@;@"301008422"@;@КАТЁЛ КОВ-80-85 ГН/ТВ@;@"8403109000"@;@46@;@"25.21.12.000-00001"@;@400@;@шт
"526050001701"@;@"301966387"@;@"""Г"" шаклидаги 8 метрлик металл устун"@;@"7308909809"@;@97,1@;@"25.99.29.190-00002"@;@1 152@;@шт
"509050010401"@;@"303707818"@;@Темир бетон йўлак бардюрлари ОТ 100-20@;@"6810990000"@;@77,8@;@"23.61.12.143-00001"@;@10 000@;@шт.
"509050010308"@;@"303707818"@;@Темир бетон йўл бордюрлари 1РП 300-35@;@"6810990000"@;@94,16@;@"23.61.12.154-00001"@;@2 000@;@шт.
"509050010307"@;@"303707818"@;@Темир бетон йўл бордюрлари 1 ОТ 300-30@;@"6810990000"@;@96,24@;@"23.61.12.154-00001"@;@6 000@;@шт.
"509050010306"@;@"303707818"@;@Темир бетон ариқлари Лоток ЛР-40@;@"6810990000"@;@66,01@;@"23.61.12.154-00001"@;@1 000@;@шт.
"509050010305"@;@"303707818"@;@Темир бетон ариқлари Лоток ЛР-60@;@"6810990000"@;@64,31@;@"23.61.12.154-00001"@;@1 000@;@шт.
"509050010304"@;@"303707818"@;@Темир бетон ариқлари Лоток ЛР-80@;@"6810990000"@;@60,55@;@"23.61.12.154-00001"@;@18 000@;@шт.
